zip-code,rebate-usd,lat,lng,median-household-income,mean-household-income,population
27587,100,35.9989632,-78.5887951,68948,86285,29669
92139,63,32.6858257,-117.0382158,60023,70818,35125
68817,100,41.243548,-98.8142264,38943,46477,446
15562,100,39.7443909,-79.1294516,37650,46874,192
4612,100,44.2438639,-68.3772397,39300,51620,590
44699,67,40.2477948,-81.3179364,38446,43796,971
68463,110,40.8565305,-96.1314928,62713,69626,1620
18058,100,40.8554634,-75.4577775,60188,65192,8119
38756,100,33.403366,-90.8996741,25489,40492,8024
17043,100,40.2475452,-76.9009191,48912,56454,5497
13145,65,43.6546405,-76.1203982,44201,58535,1857
30294,95,33.6299854,-84.2594861,57680,65489,39865
28670,100,36.1897206,-80.9318332,33050,44174,2696
84645,75,39.8689088,-111.8330106,52279,58319,2620
29048,100,33.3938476,-80.2990246,28036,34059,4864
56074,75,44.3406869,-94.2128337,61281,71032,1832
78538,156,26.3620451,-97.9810845,22241,33547,10210
23950,100,36.6339226,-78.0880129,13639,16770,1107
63626,58,38.0921584,-90.8008388,38387,43242,1037
90740,63,33.7535679,-118.0830047,76379,93853,23729
52257,88,41.9285157,-92.1941598,57332,72984,210
14619,88,43.1352111,-77.6478852,42325,47125,15169
13801,88,42.4986596,-75.7836589,47580,58148,1399
95363,50,37.481683,-121.1481284,58001,70568,25237
51338,88,43.1861898,-95.3311652,46618,55001,1000
97443,75,43.2084527,-122.8725449,40193,49317,1801
22620,100,39.0857526,-78.0309542,82281,102910,2348
35224,100,33.5297328,-86.947388,35213,42436,6094
76541,156,31.1168297,-97.725376,33641,41887,19206
66777,100,37.7822664,-96.0255738,31279,50819,639
12421,88,42.2512089,-74.528751,52860,57442,525
65258,75,39.4877849,-92.1253854,42795,47219,500
67039,100,37.5385921,-96.9853474,56728,67422,3395
93405,58,35.2994482,-120.6890055,28150,42802,28994
38551,90,36.5670872,-85.4788065,32013,42709,4106
63673,63,37.8300019,-90.0186555,89635,107325,2115
72629,100,35.7461117,-92.5693337,29339,38054,629
95663,50,38.8544033,-121.1767658,91169,122458,2377
6081,100,41.9061853,-72.7673451,73387,149336,1381
91792,83,34.0332214,-117.9073244,66596,76221,30854
63627,58,38.041733,-90.2432307,52622,61696,2937
20687,90,37.9994332,-76.3405733,87410,90351,343
60919,80,40.9957065,-88.2363819,49918,61473,558
12066,60,42.7961096,-74.347017,57983,69626,2244
83823,88,46.8093003,-116.5496497,54865,62642,1318
48229,83,42.2428423,-83.1380955,29010,37690,11228
19355,100,40.037745,-75.5393155,103406,139779,22831
7643,90,40.846514,-74.0358876,57951,73771,10801
75154,156,32.5135255,-96.7708138,63571,76031,36041
60623,80,41.8475982,-87.7271123,32236,41659,92108
26133,100,39.1264664,-81.6692532,42193,48166,1415
36323,100,31.4541879,-86.0733498,32654,44580,8255
56072,83,43.9086718,-93.5205641,54770,61078,2463
76524,156,31.2776209,-97.2113605,42799,52606,2867
82933,50,41.2758519,-110.4738762,66500,69012,759
31216,95,32.7180396,-83.6986568,60590,65268,16109
16946,100,41.9175713,-77.0794705,41751,49974,2505
26571,100,39.5251519,-80.2488596,38765,48096,1833
72020,100,35.5129353,-91.4821482,31290,43822,4295
27935,100,36.4170846,-76.8490328,41108,50648,1567
19453,100,40.135827,-75.5014641,108347,123001,1526
15661,100,40.322399,-79.359228,39590,51298,415
29485,100,32.9517248,-80.1986649,60385,68324,45057
60201,80,42.060011,-87.6926257,68760,108770,43125
20006,75,38.897244,-77.0413344,12103,32155,3222
63108,58,38.647459,-90.25731,32420,51005,21568
11554,83,40.7179622,-73.5535234,87598,98759,37455
71269,100,32.4803791,-91.714958,36782,48221,12757
85924,90,34.5516281,-109.6639309,38594,53200,2683
71229,100,32.6361839,-91.8903882,36656,49944,1662
70118,100,29.9450835,-90.1261013,44149,72436,33008
19025,100,40.1473382,-75.1632937,123324,156801,5524
71842,100,33.9226418,-94.2948884,37736,46157,2241
36609,100,30.6587002,-88.1535352,40718,51797,25846
95310,50,38.079431,-120.378138,37083,54439,1882
45784,69,39.3851846,-81.6802054,55188,63985,3124
66093,100,38.2091402,-95.4987565,42997,58044,609
54930,88,44.0354163,-89.5225088,41079,48725,1772
52806,88,41.5795478,-90.6204165,47895,57725,27503
78737,93,30.181965,-97.9701846,109027,124373,12081
23395,100,37.963083,-75.4461256,43212,54554,645
37891,90,36.2719179,-83.1327332,39873,52020,3626
54016,88,44.9872983,-92.6802514,82758,100682,30108
31046,95,33.0816076,-83.7836403,64617,72838,3343
91351,83,34.4384112,-118.4571974,71775,84062,32362
25252,100,38.8987037,-81.5267282,39193,46852,1071
1504,80,42.0418415,-71.536786,74067,80879,8824
25523,100,38.2795071,-82.0625052,31773,38052,2647
31546,95,31.5036457,-81.8224362,38366,56209,8095
15411,100,39.7468459,-79.3465557,36337,42330,624
40383,100,37.987723,-84.7315563,59280,73188,22408
49329,87,43.4146453,-85.4994192,46527,53237,7234
61011,80,42.3985334,-88.9126449,74701,83733,2945
68967,100,40.2513261,-99.6564092,39939,51103,1252
29649,100,34.2453437,-82.1387233,46787,60035,26235
90033,81,34.0502898,-118.2117257,29978,39600,48852
56016,100,43.7607597,-93.3590446,56642,66556,1110
24211,100,36.6621842,-81.9752995,53794,71042,9922
29687,100,34.9838584,-82.3343375,49134,61003,39561
55108,100,44.9790183,-93.1855735,49590,68469,15829
62351,100,40.1174312,-91.3083685,46222,55436,1856
54928,88,44.7421782,-88.8934728,51500,59702,450
43610,88,41.6775685,-83.5629746,30325,37484,6848
20755,90,39.1089644,-76.745195,64412,72562,9904
94518,50,37.9461207,-122.0212337,76595,92156,26778
97005,75,45.4923824,-122.8029665,45265,56202,23741
5142,100,43.4032923,-72.5796331,48274,53754,680
98104,88,47.6015566,-122.3323351,23742,44290,13095
12941,88,44.3433912,-73.7192528,51623,73493,1286
50128,88,41.859399,-94.2948884,57271,74288,360
12123,68,42.5122393,-73.6300729,58221,71482,5168
8736,90,40.1267952,-74.0711359,97819,131786,12834
74729,100,34.1916674,-96.3013432,35813,44578,2508
3281,100,43.0900107,-71.7385225,78480,88983,7775
19477,100,40.1858238,-75.2376967,117355,158422,38
94043,50,37.428434,-122.0723816,92084,107899,28358
60959,100,40.8029806,-88.1876676,43987,57867,1082
6118,100,41.7516768,-72.6032895,54927,64158,26956
61281,100,41.2998204,-90.5068824,64445,70519,2597
61046,80,42.0978404,-89.8317729,49902,62178,2831
43046,69,39.8959083,-82.5510469,18126,20623,1010
37189,90,36.2754942,-86.8320743,49899,58096,3320
19953,100,39.1559643,-75.6906241,49304,61662,4386
55717,100,47.0904299,-92.4577502,55044,64064,327
13031,70,43.0328479,-76.3058328,61986,74708,15105
28001,100,35.3213858,-80.2098219,41978,52345,26296
44072,100,41.4634507,-81.3289397,62401,129051,4739
66428,100,39.6845421,-95.9621106,44208,59843,415
30646,95,34.0943951,-83.3254958,40433,49223,6946
8518,90,40.1181399,-74.8097703,69701,77575,4932
69043,100,40.0498477,-101.207047,35549,46320,655
1860,100,42.8460215,-71.014118,75517,93951,6145
61730,100,40.5363845,-88.7397772,65089,72096,379
75937,156,31.4852478,-94.3770704,44352,50970,994
31553,95,31.1510963,-81.9971108,34041,45085,5237
71237,100,32.6073927,-91.5111806,39709,48640,1578
78028,100,29.9791272,-99.1456153,45326,59978,37620
23927,100,36.5938059,-78.5433701,37546,48830,4381
72007,100,35.0114278,-91.9979411,60487,68174,6708
94952,50,38.235501,-122.6420207,72230,96054,32858
20621,90,38.3345065,-76.8144298,82600,90804,1022
74471,100,35.840141,-94.8313257,33748,37908,1554
70071,100,30.0588361,-90.7105267,51300,67615,3653
97375,75,44.9882838,-122.5977659,63781,75180,1250
26412,100,38.9121316,-80.621591,32226,42130,546
50660,100,42.5894935,-92.6288523,52218,60849,1333
75752,156,32.2914387,-95.7932008,44575,53398,6986
13215,65,42.9862077,-76.2363248,71865,89392,14187
71432,100,31.7638856,-92.4801989,43846,50420,1053
67232,100,37.6385826,-97.1736385,70549,83548,298
2817,88,41.6269085,-71.6436028,81419,95881,5095
38256,90,36.2705053,-88.148657,41224,51113,3089
95987,50,39.1274525,-122.3107517,46289,62461,5992
90065,67,34.10885,-118.2234229,56161,72803,45527
17317,100,39.9708929,-76.5242554,53327,59350,579
17557,100,40.1071942,-76.097201,52933,64709,12822
12860,60,43.741383,-73.8301437,45549,57547,1154
46743,100,41.2159646,-84.8463673,61012,66337,1971
72042,100,34.2794494,-91.3276422,34511,47659,5161
27576,100,35.5804492,-78.2703951,36746,46231,15374
12304,65,42.7765383,-73.9065883,42509,53980,20582
51041,100,43.0323525,-96.0891032,51838,56874,6976
27808,100,35.4650398,-76.7567368,50361,63041,2094
45102,100,39.0206668,-84.1962563,55870,63861,18428
42081,100,37.3297398,-88.4403883,38939,51101,2203
43228,69,39.9571056,-83.1273705,42022,48122,46105
8730,90,40.1030781,-74.0623244,98419,116691,4907
90045,81,33.9516114,-118.3875775,93889,111843,39476
62001,100,38.8830172,-89.7567693,56488,66856,1752
93254,58,34.973386,-119.8005027,46819,69127,811
71068,100,32.2678483,-93.2986106,28440,38095,3231
38120,90,35.1212908,-89.8551818,46009,69497,9609
54540,88,46.149967,-89.3541266,78750,103982,942
61701,100,40.477779,-88.9892448,42217,54305,36105
30205,90,33.2926978,-84.4592701,60015,78208,3061
10536,95,41.296223,-73.712479,131968,214946,11160
98315,100,47.7039478,-122.7233671,39601,46457,6054
21531,90,39.6398244,-79.4028639,44464,55198,2311
64459,100,39.9491593,-94.6657027,54701,61459,472
43014,69,40.4754422,-82.2365981,42995,52626,3374
75457,100,33.172705,-95.2057909,42540,57719,6522
15668,100,40.464746,-79.6614376,82456,109011,12751
85748,63,32.2064246,-110.6884072,72789,80875,18087
84311,67,41.8480264,-112.1072528,54508,62937,714
24483,100,37.8425824,-79.2225576,41645,51865,587
27523,100,35.7748764,-78.951451,85436,97642,7225
35173,100,33.6370355,-86.5602614,72977,85631,25176
12871,65,43.0946647,-73.6178724,58494,70599,3627
44201,100,41.0403996,-81.1416691,56309,62764,6973
60651,80,41.9024826,-87.7418842,32716,43087,64267
11565,83,40.672917,-73.6683371,115184,126076,9088
41557,100,37.4913478,-82.4211025,38545,47055,1716
43832,69,40.2673428,-81.5815776,34570,41151,7584
14770,68,42.040713,-78.3045565,43526,51763,3101
95820,63,38.5359933,-121.4513314,41268,50364,34480
70639,100,30.9521641,-93.4902391,49943,62340,684
66404,100,39.8787329,-96.1739116,47286,58039,530
21835,90,38.536064,-75.9405178,61036,72523,464
30240,95,33.029838,-85.1479364,48715,59860,30014
99026,88,47.8067268,-117.676734,71412,77819,9042
28790,100,35.2122099,-82.4861053,47095,64783,2712
41231,100,37.8151438,-82.4373589,24272,34401,1002
37852,90,36.3337797,-84.5431867,25564,39867,2558
53544,88,42.8735021,-89.9159785,64709,70108,800
30248,95,33.3647316,-84.0801613,66520,74577,23249
29148,100,33.530575,-80.3435908,28225,37572,6230
87006,100,34.4938941,-106.8414374,34009,48795,704
95442,50,38.3747503,-122.5259596,65880,102758,3178
53221,88,42.9574195,-87.9481846,49337,57263,37701
87930,100,32.8439306,-107.4558555,41309,52134,961
77535,156,30.0204656,-94.9350929,54267,60575,31295
96732,100,20.8733133,-156.4628632,57566,72885,24816
41826,100,37.1662312,-82.9232635,23006,39899,978
56655,100,47.0001449,-94.2212608,41769,52117,1350
38017,90,35.0603204,-89.6439924,100096,119031,48642
72946,100,35.6918719,-94.1309067,40189,44660,3654
78152,108,29.4205358,-98.1994276,64157,72545,2294
43570,100,41.6074807,-84.4592701,43470,52543,3427
78113,100,28.8390725,-98.265058,52529,63147,2435
52231,88,41.3630185,-92.0469151,49107,55577,328
27872,100,36.1972903,-77.2749964,25987,36354,413
12083,53,42.4088886,-74.0417628,51357,60078,3419
78415,156,27.6515548,-97.5030669,37414,45328,39271
64739,63,38.4768528,-94.0899911,49632,58632,997
61752,100,40.3429545,-88.7493998,61918,67625,4339
76464,156,32.6036016,-99.2342196,45351,56571,506
53098,88,43.2640345,-88.6916315,54916,62904,11965
29707,100,34.967837,-80.8433145,58692,66628,17742
38116,90,35.0278019,-90.0093266,38980,48933,40342
77025,156,29.6836967,-95.4306141,70505,103143,26137
60002,80,42.4752471,-88.0314174,78052,87532,24299
8045,90,39.8687121,-75.0289877,56006,68011,2679
21723,90,39.3276397,-77.004626,140830,164022,502
31712,90,31.8261835,-83.7092861,34965,40993,1263
65650,100,37.8223966,-93.4397386,31326,42389,1520
19505,100,40.3744814,-75.626628,65790,80212,3217
67051,100,37.1001011,-97.2005806,55606,62821,456
13802,88,42.2466121,-76.044993,52411,59297,721
52804,100,41.5292258,-90.6867939,41705,50259,27379
63041,58,38.2612602,-90.7818089,49897,54439,534
90604,83,33.9324943,-118.0244639,69646,75471,39407
11950,88,40.8093249,-72.8456399,76802,81840,14834
30711,90,34.9372246,-84.7628913,33877,43869,3569
71303,100,31.3066755,-92.5197932,52400,66235,21009
11004,100,40.7430884,-73.7095365,75304,84522,13390
43217,69,39.8124347,-82.9340217,37966,47156,2509
43055,69,40.1157418,-82.3234843,42049,53140,58073
35967,100,34.4111977,-85.7051116,37304,49321,16630
12916,60,44.8544622,-74.5155855,39771,50280,2028
68457,100,40.1576591,-95.7194522,40766,49830,435
29512,100,34.6258655,-79.7175517,26895,38419,19514
80117,100,39.3652524,-104.4257533,67664,85471,2587
27853,100,36.5219992,-77.3209555,43149,48126,799
4410,100,45.092482,-68.9054421,42664,48946,1186
68521,100,40.8541169,-96.7172907,47052,55344,25351
44086,100,41.680988,-81.0644263,51165,62031,2497
8061,90,39.7951968,-75.1983113,98295,112190,734
64779,100,38.0860385,-94.4182089,41524,49085,2693
52620,88,40.6814028,-91.8123324,40094,48384,938
50436,88,43.2523362,-93.642048,41046,52969,5848
74646,100,36.8703754,-97.4597725,34999,44400,251
95230,50,37.9728082,-120.8498944,52245,65665,546
79904,100,31.8680951,-106.4759262,28262,38075,35060
48117,78,42.0664326,-83.4003037,55598,66591,9857
68632,100,41.2602986,-97.1359377,42350,50769,3778
83113,50,42.5016528,-110.2355647,70263,79703,3278
37811,90,36.3529478,-83.2291862,30045,42097,3215
24136,100,37.3291982,-80.610489,43950,53396,3393
65734,63,36.8249681,-93.9266502,35468,46903,3497
26681,100,38.2322734,-80.7103532,37846,49442,1486
53549,88,42.9934527,-88.7686382,46985,55893,10414
37184,90,36.0706878,-86.1344697,47762,56687,5844
49233,83,42.0675132,-84.3436881,58666,66458,2455
64163,63,39.3463687,-94.6708709,64052,70402,689
14830,88,42.1072182,-77.0334179,44722,59923,19504
97338,75,44.9538647,-123.3461418,50967,59441,17586
95682,50,38.6084554,-120.9646866,79253,93832,29114
89107,100,36.1688235,-115.2185573,50828,61982,35061
65733,100,36.5288863,-92.8588928,35418,43941,720
39146,100,32.8310026,-89.9440061,21787,31650,3156
80720,100,40.1125543,-103.2663479,37574,48362,2558
85019,90,33.5087094,-112.1400408,35101,40880,25042
52584,88,40.6432346,-92.2531929,44391,52800,438
12498,55,42.0531794,-74.1122506,60921,86527,5020
48103,88,42.2475863,-83.8260884,75247,92986,49886
45034,100,39.3574143,-84.2463188,63174,85238,881
72019,100,34.6125506,-92.6586401,58835,72024,23346
39119,100,31.7419476,-89.6816208,31849,46623,5514
90221,83,33.8890686,-118.2000277,43202,51485,53704
64649,75,39.7640355,-94.1309067,41661,50774,864
55925,100,43.9060946,-91.4338047,60760,80852,1028
87114,100,35.1958704,-106.6939803,62242,76275,31663
78598,156,26.549953,-97.4327273,22325,40028,226
91745,83,33.9990858,-117.9834738,71264,86983,54013
13428,65,42.9173615,-74.5346103,40929,50323,1646
78946,100,30.2488827,-96.7815237,49988,60286,960
68624,100,41.3419364,-97.2395242,50722,55145,1138
50122,88,42.3071863,-93.2986106,52293,64330,1373
81625,100,40.7685941,-107.763621,54807,60703,12921
70427,100,30.7579352,-89.8879304,29752,44408,20033
85017,60,33.514162,-112.1251372,31956,38214,38872
81527,100,38.7643854,-108.5700636,57188,73971,2073
19390,100,39.8138871,-75.841775,78593,95087,9887
95552,50,40.1847614,-123.1832226,32498,42902,697
12861,60,43.7613387,-73.3944466,41800,52870,644
72315,100,35.8933774,-89.9066314,34568,46425,22094
77418,156,29.9673076,-96.195132,54692,74827,9585
65731,100,36.6521748,-93.1252777,44938,59280,281
53021,88,43.4952136,-88.0020589,70126,78576,4709
53210,88,43.0671805,-87.9751299,34800,44508,28126
31630,95,30.9284271,-82.8640623,10387,14086,167
26143,100,39.0560896,-81.2739073,37955,45877,4547
80498,100,39.8389645,-106.2992912,72011,92027,7002
56589,100,47.1367653,-95.5883193,39147,50111,2001
60525,80,41.7906113,-87.8647961,85155,118292,31168
83686,100,43.4891372,-116.589439,51881,60828,46224
1906,85,42.4681642,-71.014118,69051,84874,26160
23504,100,36.8537392,-76.2652909,26232,34022,23480
4941,100,44.4742539,-69.320172,42859,50311,1646
56028,67,44.2161462,-93.7130493,58597,66299,1097
95206,50,37.9009213,-121.422761,47189,55636,65004
1542,70,42.2036959,-71.9104934,67172,77660,2025
43734,67,39.87803,-81.9043672,50795,61003,1069
66607,100,39.0442537,-95.6405374,25311,32217,10498
54427,88,44.8294815,-89.2657266,49970,58567,1099
66018,100,38.9552537,-94.9662608,72076,85565,5760
85085,60,33.7635354,-112.0714835,83975,105249,17517
69218,100,42.7719529,-101.6612934,43972,52176,265
42539,100,37.3192998,-84.981754,26148,35648,10026
81610,100,40.330684,-108.7600963,49583,55444,446
49017,83,42.3905327,-85.1686743,43493,53946,21583
43011,69,40.3009806,-82.669947,65899,70255,6247
98930,75,46.266417,-119.8991511,39679,47475,15252
41522,100,37.3313785,-82.4102628,32424,39831,5352
55046,67,44.4432186,-93.3993751,71064,80209,3005
75074,156,33.0243206,-96.6745042,61992,71729,44622
68033,100,41.1264136,-96.5249759,66491,75316,403
15692,100,40.3314498,-79.6796785,66949,73594,1018
12032,60,43.1719346,-74.5228916,50698,61632,956
4756,100,47.3263431,-68.3046987,34302,45763,3688
63363,75,38.8741442,-91.4628042,42488,50888,1719
17536,100,39.8424559,-76.0739999,58655,76287,2496
30710,95,34.9548513,-84.9193082,45465,59466,6661
60460,80,41.0099874,-88.5371958,50386,62852,1522
18509,100,41.4272224,-75.6499025,44254,56517,14049
62975,100,37.658516,-89.4174641,40692,47590,279
36474,100,31.4235613,-86.6006249,35190,45534,2926
78151,156,28.8482662,-97.7199454,27671,39054,1347
37030,90,36.2611931,-85.9917437,40807,55224,6982
62539,100,39.876168,-89.2657266,57073,64461,1358
71929,100,34.3126907,-93.1578875,35845,45032,4487
74435,100,35.5683538,-95.0806918,38542,51744,3280
50566,100,42.4495492,-94.3359635,45062,53234,433
79001,100,35.4433106,-102.8514837,51256,63113,249
37725,90,36.0142499,-83.357567,43196,54916,16919
41314,100,37.4404261,-83.528342,19678,33496,5239
50543,88,42.2750407,-94.2743628,44083,51794,1492
16744,100,41.8672276,-78.5717631,46128,72270,342
68323,110,40.143789,-96.375799,41969,47163,325
29145,100,34.2209521,-81.7677645,43615,50045,837
31545,95,31.6665297,-81.8879884,35806,47065,16133
75486,156,33.7723912,-95.7932008,44005,67969,2346
54871,88,45.7532148,-92.0222489,43213,56755,3105
85749,63,32.2850828,-110.7360863,81471,101888,19032
52336,88,42.0495849,-91.4241426,58455,70319,2363
46365,73,41.6097344,-86.5602614,53828,61053,1068
42256,100,37.0227647,-86.9624086,38732,48211,5028
77979,156,28.5585152,-96.6210611,44146,55195,17144
40241,100,38.3018831,-85.5766466,82110,106649,28988
65652,100,37.1533946,-92.9575607,42265,48692,4157
54467,88,44.4172186,-89.5308903,60525,68940,13635
46164,75,39.3081729,-86.1242881,55527,65680,3957
27560,100,35.8387032,-78.8269385,79226,96652,6078
97330,75,44.6385045,-123.2929399,46534,60501,40602
56511,100,46.8437765,-95.983904,52863,63048,1580
65305,63,38.7297175,-93.566086,40244,44643,2538
7039,90,40.7930239,-74.3235539,135253,184778,27403
64018,63,39.4427497,-94.7174062,64052,70402,890
62828,100,38.2131618,-88.5855173,39063,52374,1426
24401,100,38.1231161,-79.0871005,45549,55587,35499
80013,100,39.6563415,-104.7637619,69220,76613,69588
54154,88,44.8549236,-88.1876676,42676,55539,5548
27281,100,35.1974673,-79.6389821,42710,53258,2546
79034,100,36.3944789,-100.1255164,48525,67119,637
26690,100,38.2423167,-81.1085744,36137,43252,584
22576,100,37.6886606,-76.4447397,44090,62153,1785
38363,90,35.7040634,-88.1096118,28639,41437,6097
85192,60,32.8814022,-110.6645683,38370,46938,2120
22026,100,38.5690265,-77.2922332,71802,85672,14258
53406,88,42.736631,-87.8647961,57039,70632,25845
69141,100,41.2891383,-102.9205295,55283,61741,400
37208,90,36.1718363,-86.8069698,21584,35108,16067
5151,100,43.388424,-72.4849861,59811,71307,1553
48207,83,42.3488239,-83.025396,23451,32066,25790
46391,45,41.5401639,-86.9223432,60057,65943,9726
36575,100,30.7694252,-88.2655845,45403,55059,18345
51245,100,43.0581704,-95.5827334,45196,56501,1359
71115,100,32.2392184,-93.5205641,55631,73244,14254
83854,88,47.7318837,-116.9745742,47680,58841,37245
42040,100,36.5892978,-88.5081765,46133,58224,1082
70002,100,30.0144158,-90.1635442,62045,85973,18879
19139,100,39.9600168,-75.2274866,25579,34301,43706
30340,95,33.9025669,-84.2542195,42561,55435,29394
60614,80,41.9203468,-87.6433139,89741,143293,66617
80813,100,38.7620103,-105.1492869,38568,46180,2055
86327,60,34.5840721,-112.0953297,44267,55360,8858
37331,90,35.3315048,-84.5012435,37827,47860,7656
90037,67,34.002058,-118.2818967,29130,36882,62276
78234,108,29.4542542,-98.4430997,55375,69777,7126
98122,88,47.6087583,-122.2964235,57971,77731,31454
19601,100,40.3537241,-75.9405178,27083,34653,31057
84318,67,41.7975609,-111.8151245,68938,79365,3918
12985,88,44.5664236,-73.7579248,54981,66233,1056
12578,55,41.800634,-73.800734,85523,99917,2241
60951,100,40.9167484,-87.7566513,52990,63426,961
24554,100,37.1511986,-79.0419053,44715,49764,3995
50116,100,41.1714026,-93.0075642,47303,59037,299
60424,80,41.1685074,-88.3433623,57740,63691,2440
45673,67,39.2017267,-82.816933,40513,47036,406
28270,100,35.1097782,-80.771321,88425,110651,26540
29926,100,32.2306364,-80.7325287,66365,96049,23742
69350,100,42.0641369,-101.7523854,39241,46144,490
60153,80,41.8745965,-87.8402405,47576,57764,24106
77971,156,28.819138,-96.5143087,51957,59952,911
19709,100,39.5161072,-75.6440842,84884,94524,35107
63115,63,38.6789517,-90.2385387,26023,34379,20775
43525,100,41.4663948,-83.7013143,82027,87794,607
53570,88,42.7264846,-89.6063278,64479,74091,2627
39456,100,31.0509542,-88.8070886,40132,46405,1508
74726,100,33.9763171,-96.1739116,34938,47562,2284
52201,88,41.3104724,-91.5596117,55871,61986,1267
19904,100,39.1850643,-75.5975296,53203,66509,34132
97123,75,45.4053517,-122.9907521,58285,67315,36211
56723,100,47.8191525,-96.8086012,53963,63541,1013
38725,100,33.6359218,-91.0011902,20129,31816,1209
72947,100,35.5424716,-94.028678,39425,48396,4433
63730,100,37.1044912,-89.9106377,33726,43135,3430
13690,60,44.1402857,-75.0193094,38922,45454,957
48846,87,43.0095074,-85.0441304,35536,42428,18009
54401,88,44.9810012,-89.7192132,48657,60834,30085
22514,100,37.9810986,-77.1830243,60277,66603,2603
49348,83,42.6828191,-85.6229296,52591,62579,11303
72943,100,35.1998706,-93.7841503,41402,52974,2646
39423,100,31.1894537,-88.9222277,36612,40807,2813
25253,100,38.8993559,-81.9752995,35010,46031,2051
46052,75,40.0503732,-86.4592091,51576,60344,22060
97401,75,44.0637173,-123.0847061,35363,51786,37105
61064,80,41.9585857,-89.5874819,50141,61234,3868
26651,100,38.3185752,-80.8765205,41950,53322,9650
56374,75,45.5981718,-94.3030237,60387,68274,9260
18655,100,41.1857878,-76.2015572,49890,55702,6515
95370,50,37.9768028,-120.3666099,47397,62242,26803
12533,65,41.579221,-73.8118118,95653,112999,22335
30456,95,33.0117416,-81.8005724,34931,40892,2119
63703,75,37.2856186,-89.5403279,30580,45445,8182
21218,90,39.3322127,-76.6008334,41265,55981,53777
7740,90,40.2947027,-73.9888797,52627,76766,31658
80840,75,38.994425,-104.8571368,22043,24417,2196
36850,100,32.7562451,-85.6640365,28183,42302,2611
44230,100,40.9705017,-81.6802054,53236,65867,8077
4558,100,43.8968274,-69.5232679,52873,83281,265
48328,78,42.6415701,-83.3468784,49891,64656,26516
7717,90,40.191299,-74.0153231,83333,120849,2244
28741,100,35.0480788,-83.2291862,41572,87052,3203
53017,88,43.209877,-88.2558525,88182,103458,5538
21778,90,39.6049229,-77.3439283,70125,83741,1042
85140,90,33.2544202,-111.5349059,62783,68623,36711
80031,100,39.8774533,-105.0382076,71893,83310,33932
50129,88,42.0352785,-94.356513,45443,55390,5228
12020,70,43.0033171,-73.8654295,57472,65898,24363
40022,100,38.1507437,-85.3446321,70167,124935,834
21643,90,38.6408767,-75.8301537,50270,57687,5157
25951,100,37.6656767,-80.8543847,26993,35825,6208
65081,58,38.6406162,-92.797901,42550,47465,3928
65345,100,38.5594255,-93.1077277,42931,52911,387
42024,100,37.0579107,-89.0752499,43914,61918,1490
18707,100,41.1457603,-75.8766333,74885,87211,13961
42367,100,37.2391988,-87.1597417,35094,48517,667
74083,100,36.9123448,-95.7405139,43528,50894,1070
56455,100,46.465277,-94.0134025,41679,54611,1372
17222,100,39.9041081,-77.4816693,55279,68948,8734
85255,60,33.6803004,-111.8330106,120666,171535,37270
61486,100,41.1789098,-90.5825359,49769,57736,1552
70355,100,29.6723954,-90.4313729,42750,54067,1041
23442,100,37.8917336,-75.5393155,39583,49148,1059
27976,100,36.4866851,-76.3405733,61250,75837,2194
51573,100,40.9863152,-95.1223608,41766,51245,1093
71921,100,34.2618621,-93.3993751,31904,42531,3652
6053,100,41.6881608,-72.7865518,42717,49914,34863
17084,100,40.6835118,-77.6192447,45553,55464,3956
37010,90,36.5963744,-87.1223362,74603,85494,4679
85936,90,34.6145479,-109.2831531,42050,56366,4293
85262,60,33.791108,-111.8091625,93923,143604,8156
73540,100,34.4526698,-98.5501283,58821,66671,398
41240,100,37.8332442,-82.8101975,29569,49404,6916
54202,88,45.0856915,-87.1401905,52409,69759,1240
4290,100,44.4856378,-70.4292747,40750,51715,1510
99117,88,47.7984911,-118.5131188,41102,48621,485
